strata,Year,Observer,Species,total,itotal,ibb,sing1pair2,flock,total.v,itotal.v,ibb.v,sing1pair2.v,flock.v,total.cov,itotal.cov,var.N,var.Ni,ibb.cov,var.Nib,sing1pair2.cov,var.Nsing1pair2,flock.cov,var.Nflock,total.area,total.area.var,density.total,density.itotal,density.ibb,density.sing1pair2,density.flock,layer.area,diff,M,total.est,itotal.est,ibbtotal.est,sing1pair2.est,flock.est,m,area
Low,1985,RAM,GWFG,170,179,80,71,99,22.0522496371553,23.5856313497823,4.90856313497823,3.92089985486212,14.1168359941945,1.86661560326839,2.14024821284499,1209927.61337073,1277125.13929356,0.691767343507327,277319.648960312,0.418134733930734,228889.488254839,1.44848086933766,756667.567150724,205.547370004231,4.39927720046638,0.827059961878865,0.870845489272452,0.389204687942995,0.345419160549408,0.481640801329457,7352.46381749913,347.00124843,1735.00624215,6080.92844461656,6402.85995050802,2861.61338570191,2539.68187981045,3541.24656480611,53,YKG
Low,1985,RAM,SWANN,23,23,0,0,23,0.44267053701016,0.44267053701016,0,0,0.44267053701016,0.547884174878307,0.547884174878307,20656.0238389368,20656.0238389368,0,0,0,0,0.547884174878307,20656.0238389368,205.547370004231,4.39927720046638,0.111896347783611,0.111896347783611,0,0,0.111896347783611,7352.46381749913,347.00124843,1735.00624215,822.713848389299,822.713848389299,0,0,822.713848389299,53,YKG
Low,1985,RAM,TAVS,113,128,92,77,36,26.5783744557329,30.1705370101597,13.0827285921626,10.5986937590711,7.02975326560232,2.54741643221622,2.79285974793002,1382447.54482688,1563661.76619972,1.7919577872038,680564.22280455,1.54651447149,553780.266512733,1.00090196072622,375198.652226307,205.547370004231,4.39927720046638,0.549751621719481,0.622727500708792,0.447585391134444,0.374609512145133,0.175142109574348,7352.46381749913,347.00124843,1735.00624215,4042.02890730395,4578.58141712306,3290.8553935572,2754.30288373809,1287.72602356586,53,YKG
Low,1985,RAM,TUSW,152,237,234,149,3,7.61683599419448,16.4078374455733,15.5936139332366,6.96371552975327,0.169811320754717,2.67411743654063,4.06738000952152,334094.431695147,709031.134610943,3.8926124307074,684544.709698402,2.49934985772651,311204.477758359,0.174767578814122,9120.86758609227,205.547370004231,4.39927720046638,0.739488907091691,1.15301888803112,1.13842371223326,0.724893731293829,0.0145951757978623,7352.46381749913,347.00124843,1735.00624215,5437.06543283363,8477.52965514191,8370.21915317809,5329.75493086981,107.310501963822,53,YKG
Medium,1985,RAM,BRAN,22,28,24,18,4,5.14736842105263,7.62105263157895,5.64210526315789,3.04210526315789,0.8,-1.90857993812397,-2.10482101032923,203905.334230701,302149.630233875,-1.56512329326478,218211.104104244,-1.36888222105952,122081.550787041,-0.539697717064448,25199.161430438,64.9339214353766,6.78837075501199,0.33880596633756,0.431207593520532,0.369606508731884,0.277204881548913,0.0616010847886474,2614.41133211256,152.325543255001,761.627716275007,885.778157780266,1127.35401899307,966.303444851199,724.727583638399,161.050574141866,20,YKG
Medium,1985,RAM,CCGO,14,18,10,6,8,2.64210526315789,3.98947368421053,1.21052631578947,0.536842105263158,1.51578947368421,1.57317763280352,1.92408887349782,64372.3736151488,97276.7865734891,0.800114358249221,31774.9001777829,0.449203117554921,14454.0086523741,1.1239745152486,37897.5574059122,64.9339214353766,6.78837075501199,0.215603796760266,0.277204881548913,0.154002711971618,0.0924016271829711,0.123202169577295,2614.41133211256,152.325543255001,761.627716275007,563.677009496533,724.727583638399,402.626435354666,241.5758612128,322.101148283733,20,YKG
Medium,1985,RAM,EMGO,25,28,14,11,14,8.61842105263158,9.2,1.8,1.31315789473684,3.8,0.691508081727822,0.95112928501502,256783.610840607,272310.305697908,0.674610846997734,51532.4352085737,0.414989643710536,38617.4201329968,0.276518438017285,112864.92883402,64.9339214353766,6.78837075501199,0.385006779929046,0.431207593520532,0.215603796760266,0.16940298316878,0.215603796760266,2614.41133211256,152.325543255001,761.627716275007,1006.56608838667,1127.35401899307,563.677009496533,442.889078890133,563.677009496533,20,YKG
Medium,1985,RAM,GWFG,48,55,36,29,19,18.7789473684211,23.25,5.43157894736842,3.41842105263158,8.78684210526316,5.20795549258439,5.89227547088106,417667.841332897,512271.89498644,2.58874095364509,131260.624765697,1.90442097534842,86742.0290093916,3.30353451723597,209974.764307066,64.9339214353766,6.78837075501199,0.739213017463768,0.847014915843901,0.554409763097826,0.446607864717693,0.292605152746075,2614.41133211256,152.325543255001,761.627716275007,1932.6068897024,2214.44539445066,1449.4551672768,1167.61666252853,764.990227173866,20,YKG
Medium,1985,RAM,SWANN,7,7,0,0,7,0.344736842105263,0.344736842105263,0,0,0.344736842105263,0.176154455088185,0.176154455088185,10891.5133338647,10891.5133338647,0,0,0,0,0.176154455088185,10891.5133338647,64.9339214353766,6.78837075501199,0.107801898380133,0.107801898380133,0,0,0.107801898380133,2614.41133211256,152.325543255001,761.627716275007,281.838504748266,281.838504748266,0,0,281.838504748266,20,YKG
Medium,1985,RAM,TAVS,47,53,44,38,9,100.976315789474,129.713157894737,87.9578947368421,64.6210526315789,4.05,16.5225886957122,18.6663667827737,2276724.83853437,2930527.53699021,15.4506996521814,1980786.4637871,13.3069215651199,1450835.66325384,3.2156671305923,92888.923441938,64.9339214353766,6.78837075501199,0.723812746266607,0.816214373449578,0.677611932675121,0.58521030549215,0.138602440774457,2614.41133211256,152.325543255001,761.627716275007,1892.34424616693,2133.92010737973,1771.55631556053,1529.98045434773,362.3637918192,20,YKG
Medium,1985,RAM,TUSW,219,244,94,69,150,1128.26052631579,1144.69473684211,16.9578947368421,11.9447368421053,1018.36842105263,6.26810740652078,7.29663360951222,32851247.3225616,33487080.1170343,3.72213081148574,576345.424314015,2.6936046084943,392152.542417316,3.57450279802648,29317635.8562836,64.9339214353766,6.78837075501199,3.37265939217844,3.75766617210749,1.44762549253321,1.06261871260417,2.31004067957428,2614.41133211256,152.325543255001,761.627716275007,8817.51893426719,9824.08502265386,3784.68849233386,2778.1224039472,6039.39653031999,20,YKG
V High,1985,RAM,BRAN,23,27,16,12,11,9.51992753623188,10.2010869565217,1.97101449275362,1.1304347826087,5.04166666666667,0.827389484121218,1.12667993910051,38361.4810305335,40250.3347108901,0.792345393104398,7202.87204382,0.493054938125109,4269.42644492922,0.334334545996109,20795.6631186566,79.7322811835403,1.81990230386208,0.288465345009445,0.338633231098044,0.200671544354396,0.150503658265797,0.137961686743647,1400.33922639048,65.7348328049994,328.674164024997,403.94933807099,474.201396865945,281.008235179819,210.756176384864,193.193161686126,24,YKG
V High,1985,RAM,CCGO,516,607,448,357,159,641.217391304348,824.128623188406,520.231884057971,373.070652173913,100.070652173913,16.3304599840233,18.7750098670114,2111541.37467901,2685957.39584098,15.7059230327982,1673944.58488083,13.2613731498102,1213347.78602377,3.06908683421315,396662.576438004,79.7322811835403,1.81990230386208,6.47165730542928,7.61297671394491,5.6188032419231,4.47748383340747,1.99417347202181,1400.33922639048,65.7348328049994,328.674164024997,9062.51558454916,10660.7499221344,7868.23058503493,6269.99624744971,2792.51933709945,24,YKG
V High,1985,RAM,EMGO,560,616,328,272,288,450.753623188406,534.492753623188,162.666666666667,115.797101449275,189.565217391304,13.2310911131349,15.220031970291,1479844.8383869,1702125.81064867,9.62508077815195,476802.662322953,7.63613992099584,354142.340972796,5.59495119213904,721376.65177804,79.7322811835403,1.81990230386208,7.02350405240387,7.72585445764426,4.11376665926512,3.41141625402474,3.61208779837913,1400.33922639048,65.7348328049994,328.674164024997,9835.28823129367,10818.817054423,5760.66882118629,4777.13999805692,5058.14823323674,24,YKG
V High,1985,RAM,GWFG,344,380,190,154,190,143.36231884058,183.275362318841,75.6449275362319,44.9492753623188,65.036231884058,6.50556497411515,7.86084330105865,505294.623325788,624548.792216935,6.03071716944403,238819.014114202,4.67543884250053,140517.863783181,1.83012613161462,278086.283279646,79.7322811835403,1.81990230386208,4.31443820361952,4.76594917841691,2.38297458920846,1.93146361441106,2.38297458920846,1400.33922639048,65.7348328049994,328.674164024997,6041.67705636611,6673.9455855207,3336.97279276035,2704.70426360576,3336.97279276035,24,YKG
V High,1985,RAM,SWANN,19,19,0,0,19,1.21557971014493,1.21557971014493,0,0,1.21557971014493,0.525030402279916,0.525030402279916,4459.07375801201,4459.07375801201,0,0,0,0,0.525030402279916,4459.07375801201,79.7322811835403,1.81990230386208,0.238297458920846,0.238297458920846,0,0,0.238297458920846,1400.33922639048,65.7348328049994,328.674164024997,333.697279276035,333.697279276035,0,0,333.697279276035,24,YKG
V High,1985,RAM,TAVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.7322811835403,1.81990230386208,0,0,0,0,0,1400.33922639048,65.7348328049994,328.674164024997,0,0,0,0,0,24,YKG
V High,1985,RAM,TUSW,334,405,204,133,201,617.384057971014,667.766304347826,30.695652173913,15.4764492753623,513.983695652174,13.9024653064263,15.2379364057932,2223259.32427013,2336231.85267865,3.59906301398711,100940.957919246,2.26359191462015,54194.1753619164,11.6388733918061,1947976.70928526,79.7322811835403,1.81990230386208,4.18901848839802,5.07949846647066,2.55856219051855,1.66808221244592,2.5209362759521,1400.33922639048,65.7348328049994,328.674164024997,5866.04690937872,7113.02095298917,3582.85499854269,2335.88095493225,3530.16595444648,24,YKG
High,1985,WIB,BRAN,11,12,2,1,10,4.00666666666667,4.09333333333333,0.16,0.04,4,1.35421197602364,1.33790304227762,38611.6638744865,39328.1375338474,-0.032617867492045,1746.11328526921,-0.0163089337460225,436.528321317302,1.37052090976966,38768.2468577601,66.5757207070729,3.02812333330923,0.16522539873656,0.180245889530793,0.0300409815884655,0.0150204907942328,0.150204907942328,1458.90202237965,105.49763611,527.48818055,241.047668365252,262.961092762093,43.8268487936822,21.9134243968411,219.134243968411,25,YKG
High,1985,WIB,CCGO,109,121,104,92,17,22.24,27.5566666666667,18.3066666666667,14.31,1.97666666666667,3.53980340052673,3.3778487137795,198962.245423979,268034.939300939,2.48421576858595,190148.553031367,2.64617045533318,135487.558864206,0.893632945193548,18211.8606168664,66.5757207070729,3.02812333330923,1.63723349657137,1.81747938610216,1.56213104260021,1.38188515306941,0.255348343501957,1458.90202237965,105.49763611,527.48818055,2388.56325925568,2651.52435201777,2278.99613727148,2016.03504450938,372.528214746299,25,YKG
High,1985,WIB,EMGO,89,99,56,46,43,26.0066666666667,29.54,10.7733333333333,7.97333333333333,10.7933333333333,3.30403763507744,3.81850554589347,239445.611260431,263778.961837549,1.88068126346786,103392.824484593,1.36621335265182,79845.796116226,1.93782428242562,101287.06983901,66.5757207070729,3.02812333330923,1.33682368068671,1.48702858862904,0.841147484477034,0.690942576534707,0.645881104152008,1458.90202237965,105.49763611,527.48818055,1950.29477131886,2169.42901528727,1227.1517662231,1008.01752225469,942.277249064168,25,YKG
High,1985,WIB,GWFG,195,204,106,97,98,39.1666666666667,43.9733333333333,17.44,13.36,26.3266666666667,4.2116513022142,4.94596797685429,429107.168671923,446294.998943654,2.71569323756171,174604.711679428,1.98137656292162,148584.959975986,2.23027473929258,279073.436776883,66.5757207070729,3.02812333330923,2.92899570487539,3.06418012202348,1.59217202418867,1.45698760704058,1.47200809783481,1458.90202237965,105.49763611,527.48818055,4273.11775738402,4470.33857695559,2322.82298606516,2125.60216649359,2147.51559089043,25,YKG
High,1985,WIB,SWANN,18,18,0,0,18,1.21,1.21,0,0,1.21,0.947653819461807,0.947653819461807,9742.64850826728,9742.64850826728,0,0,0,0,0.947653819461807,9742.64850826728,66.5757207070729,3.02812333330923,0.27036883429619,0.27036883429619,0,0,0.27036883429619,1458.90202237965,105.49763611,527.48818055,394.44163914314,394.44163914314,0,0,394.44163914314,25,YKG
High,1985,WIB,TAVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.5757207070729,3.02812333330923,0,0,0,0,0,1458.90202237965,105.49763611,527.48818055,0,0,0,0,0,25,YKG
High,1985,WIB,TUSW,314,369,146,91,223,561.84,582.856666666667,37.64,13.5733333333333,567.576666666667,18.9892189929765,21.8076596216663,4771835.25651938,4602866.4124217,7.29318781468511,214325.683055191,4.4747471859953,74195.549681579,14.5144718069812,5346897.07567633,66.5757207070729,3.02812333330923,4.71643410938908,5.54256110307189,2.19299165595798,1.36686466227518,3.3495694471139,1458.90202237965,105.49763611,527.48818055,6880.81526060811,8086.05360243437,3199.3599619388,1994.12162011254,4886.69364049557,25,YKG
Low,1985,WIB,BRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.547370004231,4.39927720046638,0,0,0,0,0,7352.46381749913,347.00124843,1735.00624215,0,0,0,0,0,53,YKG
Low,1985,WIB,CCGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.547370004231,4.39927720046638,0,0,0,0,0,7352.46381749913,347.00124843,1735.00624215,0,0,0,0,0,53,YKG
Low,1985,WIB,EMGO,82,87,36,31,51,16.8679245283019,17.7343976777939,2.45283018867925,1.78592162554427,13.1523947750363,0.198632018055627,0.128341592712933,958608.185069863,1013906.941127,-0.186419720726753,146083.983795746,-0.116129295384058,105775.111174688,0.314761313439686,730510.515118075,205.547370004231,4.39927720046638,0.39893480514157,0.423260098138007,0.175142109574348,0.150816816577911,0.248117988563659,7352.46381749913,347.00124843,1735.00624215,2933.15372034446,3112.00455695083,1287.72602356586,1108.87518695949,1824.27853338497,53,YKG
Low,1985,WIB,GWFG,116,124,74,66,50,10.232946298984,11.1132075471698,5.16690856313498,4.15021770682148,4.40058055152395,0.951043361406221,0.963709236262598,581490.124130872,636049.533065721,0.431804012282648,298777.365976774,0.419138137426271,238673.470069895,0.53190522397995,242389.947700686,205.547370004231,4.39927720046638,0.564346797517343,0.603267266311643,0.360014336347271,0.321093867552971,0.243252929964372,7352.46381749913,347.00124843,1735.00624215,4149.33940926777,4435.50074783796,2646.99238177427,2360.83104320408,1788.50836606369,53,YKG
Low,1985,WIB,SWANN,41,41,0,0,41,1.21698113207547,1.21698113207547,0,0,1.21698113207547,0.49213462654471,0.49213462654471,65837.0168574969,65837.0168574969,0,0,0,0,0.49213462654471,65837.0168574969,205.547370004231,4.39927720046638,0.199467402570785,0.199467402570785,0,0,0.199467402570785,7352.46381749913,347.00124843,1735.00624215,1466.57686017223,1466.57686017223,0,0,1466.57686017223,53,YKG
Low,1985,WIB,TAVS,69,78,68,59,10,6.86865021770682,8.67706821480406,7.39912917271408,5.83309143686502,0.617561683599419,2.24118882537333,2.4664785559235,322647.781062956,409586.952491214,2.02240314178804,360243.075598608,1.79711341123787,284333.600587336,0.444075414135459,32198.3993878807,205.547370004231,4.39927720046638,0.335689043350833,0.37947457074442,0.330823984751546,0.287038457357959,0.0486505859928744,7352.46381749913,347.00124843,1735.00624215,2468.1415451679,2790.07305105936,2432.37137784662,2110.43987195516,357.701673212739,53,YKG
Low,1985,WIB,TUSW,160,252,232,140,20,19.1342525399129,33.8809869375907,18.9317851959361,6.69593613933237,7.54716981132075,1.87491120089207,3.07151751862127,1039625.9102168,1814959.69277166,3.07533396199802,968763.78176018,1.87872764426883,340149.655643315,-0.00381644337675135,417897.266574913,205.547370004231,4.39927720046638,0.77840937588599,1.22599476702043,1.12869359503469,0.681108203900242,0.0973011719857488,7352.46381749913,347.00124843,1735.00624215,5723.22677140382,9014.08216496102,8298.67881853554,5007.82342497834,715.403346425478,53,YKG
Medium,1985,WIB,BRAN,1,2,2,1,0,0.05,0.2,0.2,0.05,0,-0.136386496187436,-0.272772992374872,1576.21940548428,6304.87762193712,-0.272772992374872,6304.87762193712,-0.136386496187436,1576.21940548428,0,0,64.9339214353766,6.78837075501199,0.0154002711971618,0.0308005423943237,0.0308005423943237,0.0154002711971618,0,2614.41133211256,152.325543255001,761.627716275007,40.2626435354666,80.5252870709332,80.5252870709332,40.2626435354666,0,20,YKG
Medium,1985,WIB,CCGO,14,17,14,11,3,1.58947368421053,2.02894736842105,1.8,1.31315789473684,0.45,0.695782505531551,0.918707286489543,45328.8726602575,56856.9349390467,0.856392266134024,49318.6545640118,0.633467485176033,36526.8865801961,0.0623150203555182,12955.6023854693,64.9339214353766,6.78837075501199,0.215603796760266,0.261804610351751,0.215603796760266,0.16940298316878,0.0462008135914855,2614.41133211256,152.325543255001,761.627716275007,563.677009496533,684.464940102933,563.677009496533,442.889078890133,120.7879306064,20,YKG
Medium,1985,WIB,EMGO,9,12,12,9,0,1.41842105263158,2.14736842105263,2.14736842105263,1.41842105263158,0,0.966223233412388,1.28096430950042,36177.9386954182,53822.7002072833,1.28096430950042,53822.7002072833,0.966223233412388,36177.9386954182,0,0,64.9339214353766,6.78837075501199,0.138602440774457,0.184803254365942,0.184803254365942,0.138602440774457,0,2614.41133211256,152.325543255001,761.627716275007,362.3637918192,483.1517224256,483.1517224256,362.3637918192,0,20,YKG
Medium,1985,WIB,GWFG,37,40,18,15,22,5.08157894736842,5.68421052631579,2.72631578947368,1.77631578947368,3.98947368421053,0.847332969022374,0.874354565077722,178491.144678985,202862.827805671,0.672912801765095,81193.0262070804,0.645891205709747,51970.0689454511,0.201441763312627,130823.794082808,64.9339214353766,6.78837075501199,0.569810034294988,0.616010847886474,0.277204881548913,0.231004067957428,0.33880596633756,2614.41133211256,152.325543255001,761.627716275007,1489.71781081227,1610.50574141866,724.727583638399,603.939653031999,885.778157780266,20,YKG
Medium,1985,WIB,SWANN,10,10,0,0,10,1,1,0,0,1,0.985595530053003,0.985595530053003,24215.7163772921,24215.7163772921,0,0,0,0,0.985595530053003,24215.7163772921,64.9339214353766,6.78837075501199,0.154002711971618,0.154002711971618,0,0,0.154002711971618,2614.41133211256,152.325543255001,761.627716275007,402.626435354666,402.626435354666,0,0,402.626435354666,20,YKG
Medium,1985,WIB,TAVS,27,29,18,16,11,21.7131578947368,25.8394736842105,16.2,12.8,3.10263157894737,8.70081260649928,9.41540530218645,442022.095903306,530487.133189942,6.4313342611846,371555.693767752,5.71674156549742,293574.869149829,2.98407104100186,64573.5254037755,64.9339214353766,6.78837075501199,0.41580732232337,0.446607864717693,0.277204881548913,0.246404339154589,0.16940298316878,2614.41133211256,152.325543255001,761.627716275007,1087.0913754576,1167.61666252853,724.727583638399,644.202296567466,442.889078890133,20,YKG
Medium,1985,WIB,TUSW,200,228,62,34,166,943.368421052632,990.042105263158,9.46315789473684,2.53684210526316,906.326315789474,5.2121924340248,5.93140865529614,27554801.949545,29148283.3712716,2.41771876243477,311652.511308492,1.69850254116342,73974.3594626931,3.51368989286138,26342244.6652051,64.9339214353766,6.78837075501199,3.08005423943237,3.5112618329529,0.954816814224034,0.523609220703503,2.55644501872887,2614.41133211256,152.325543255001,761.627716275007,8052.52870709332,9179.88272608639,2496.28389919893,1368.92988020587,6683.59882688746,20,YKG
V High,1985,WIB,BRAN,391,401,52,42,349,1919.95471014493,1946.30253623188,10.4057971014493,6.02173913043478,1816.95471014493,26.6196774152879,26.9179272568089,7104157.88741902,7183174.88607404,1.47983799142402,38593.5094775366,1.18158814990299,22038.3638417515,25.4380892653849,6797446.65721977,79.7322811835403,1.81990230386208,4.90391086516056,5.02933058038206,0.652182519151788,0.52676280393029,4.37714806123027,1400.33922639048,65.7348328049994,328.674164024997,6867.13874720683,7042.76889419422,913.276764334412,737.646617347025,6129.4921298598,24,YKG
V High,1985,WIB,CCGO,539,627,432,344,195,341.041666666667,450.983695652174,298.434782608696,188.492753623188,155.33152173913,12.4863842241161,15.4514065447092,1065602.73992246,1337315.3589523,14.3381100031297,819836.504618466,11.3730876825366,518350.946905709,1.11329654157951,670809.17365073,79.7322811835403,1.81990230386208,6.76012265043873,7.8638161443879,5.4181316975687,4.31443820361952,2.4456844468192,1400.33922639048,65.7348328049994,328.674164024997,9466.46492262015,11012.0102161092,7587.22234985511,6041.67705636611,3424.78786625404,24,YKG
V High,1985,WIB,EMGO,613,668,246,191,422,889.73731884058,927.188405797101,73.1521739130435,56.0416666666667,647.557971014493,10.1036833779447,11.3118196429712,3512988.05914544,3610779.9488346,6.64555600924529,206405.709501183,5.43741974421877,168709.705473671,4.6662636337259,2708514.10868052,79.7322811835403,1.81990230386208,7.68822854307781,8.37803697679604,3.08532499444884,2.39551656073061,5.2927119823472,1400.33922639048,65.7348328049994,328.674164024997,10766.1280103268,11732.0938187574,4320.50161588972,3354.53580745909,7411.59220286773,24,YKG
V High,1985,WIB,GWFG,300,328,156,128,172,127.652173913043,147.710144927536,32.0869565217391,22.4057971014493,59.6231884057971,2.3367822995212,2.82752072731579,566750.630670305,647750.100259498,2.04441117861839,129569.696818335,1.5536727508238,92242.7697510534,0.783109548697405,270013.511734295,79.7322811835403,1.81990230386208,3.76259145664493,4.11376665926512,1.95654755745536,1.60537235483517,2.15721910180976,1400.33922639048,65.7348328049994,328.674164024997,5268.90440962161,5760.66882118629,2739.83029300324,2248.06588143855,3020.83852818306,24,YKG
V High,1985,WIB,SWANN,17,17,0,0,17,1.34601449275362,1.34601449275362,0,0,1.34601449275362,0.721096098293518,0.721096098293518,4678.35673613661,4678.35673613661,0,0,0,0,0.721096098293518,4678.35673613661,79.7322811835403,1.81990230386208,0.213213515876546,0.213213515876546,0,0,0.213213515876546,1400.33922639048,65.7348328049994,328.674164024997,298.571249878558,298.571249878558,0,0,298.571249878558,24,YKG
V High,1985,WIB,TAVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.7322811835403,1.81990230386208,0,0,0,0,0,1400.33922639048,65.7348328049994,328.674164024997,0,0,0,0,0,24,YKG
V High,1985,WIB,TUSW,330,395,178,113,217,680.804347826087,740.954710144928,56.8623188405797,23.606884057971,536.911231884058,11.5418684440586,13.9125363830839,2572055.07951308,2702792.15266713,6.51266442202735,153770.676580523,4.14199648300202,64764.0448639328,7.39987196105653,2128412.75001008,79.7322811835403,1.81990230386208,4.13885060230942,4.95407875124916,2.23247093094266,1.41724278200292,2.7216078203065,1400.33922639048,65.7348328049994,328.674164024997,5795.79485058377,6937.39080600178,3126.21661637549,1984.62066095747,3811.1741896263,24,YKG
High,1986,WIB,BRAN,3,4,4,3,0,0.135714285714286,0.215873015873016,0.215873015873016,0.135714285714286,0,0.0960752855417621,0.172204789561383,951.528235028468,1482.06661237621,0.172204789561383,1482.06661237621,0.0960752855417621,951.528235028468,0,0,95.3673832980514,2.48526149680876,0.0314572959459746,0.0419430612612995,0.0419430612612995,0.0314572959459746,0,1458.90202237965,105.49763611,527.48818055,45.8931126741776,61.1908168989035,61.1908168989035,45.8931126741776,0,36,YKG
High,1986,WIB,CCGO,124,150,122,96,28,18.6539682539683,29.6857142857143,20.3015873015873,11.0857142857143,3.60634920634921,0.93251199829037,1.13369728871459,147131.146793475,232376.074641471,1.91451048348988,140216.400003677,1.71332519306566,73128.9572703576,-0.780813194775293,30815.8116136738,95.3673832980514,2.48526149680876,1.30023489910029,1.57286479729873,1.27926336846964,1.00663347027119,0.293601428829097,1458.90202237965,105.49763611,527.48818055,1896.91532386601,2294.65563370888,1866.31991541656,1468.57960557368,428.335718292325,36,YKG
